graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s3_a3_case12_seed135,3,vi,0,1,ok,60.799661,1,5
medium_n50_s3_a3_case13_seed136,3,baseline_nominal,0,1,ok,78.486210,1,6
medium_n50_s3_a3_case13_seed136,3,baseline_bestcase,0,1,ok,85.629128,1,10
medium_n50_s3_a3_case13_seed136,3,baseline_worst_immediate,0,1,ok,74.493692,1,7
medium_n50_s3_a3_case13_seed136,3,vi,0,1,ok,53.792862,1,6
medium_n50_s3_a3_case14_seed137,3,baseline_nominal,0,1,ok,48.793898,1,5
medium_n50_s3_a3_case14_seed137,3,baseline_bestcase,0,1,ok,96.888349,1,9
medium_n50_s3_a3_case14_seed137,3,baseline_worst_immediate,0,1,ok,74.356870,1,8
medium_n50_s3_a3_case14_seed137,3,vi,0,1,ok,42.399995,1,3
medium_n50_s3_a3_case15_seed138,3,baseline_nominal,0,1,ok,46.849125,1,4
medium_n50_s3_a3_case15_seed138,3,baseline_bestcase,0,1,ok,72.809618,1,7
medium_n50_s3_a3_case15_seed138,3,baseline_worst_immediate,0,1,ok,51.040905,1,7
medium_n50_s3_a3_case15_seed138,3,vi,0,1,ok,33.563809,1,3
medium_n50_s3_a3_case16_seed139,3,baseline_nominal,0,1,ok,59.766034,1,6
medium_n50_s3_a3_case16_seed139,3,baseline_bestcase,0,1,ok,67.853175,1,5
medium_n50_s3_a3_case16_seed139,3,baseline_worst_immediate,0,1,ok,99.060795,1,9
medium_n50_s3_a3_case16_seed139,3,vi,0,1,ok,52.711343,1,4
medium_n50_s3_a3_case17_seed140,3,baseline_nominal,0,1,ok,81.826649,1,9
medium_n50_s3_a3_case17_seed140,3,baseline_bestcase,0,1,ok,89.127966,1,7
medium_n50_s3_a3_case17_seed140,3,baseline_worst_immediate,0,1,ok,77.756846,1,9
medium_n50_s3_a3_case17_seed140,3,vi,0,1,ok,54.816467,1,7
medium_n50_s3_a3_case18_seed141,3,baseline_nominal,0,1,ok,69.638141,1,6
medium_n50_s3_a3_case18_seed141,3,baseline_bestcase,0,1,ok,105.932997,1,8
medium_n50_s3_a3_case18_seed141,3,baseline_worst_immediate,0,1,ok,43.607194,1,5
medium_n50_s3_a3_case18_seed141,3,vi,0,1,ok,43.276479,1,5
medium_n50_s3_a3_case19_seed142,3,baseline_nominal,0,1,ok,89.133868,1,7
medium_n50_s3_a3_case19_seed142,3,baseline_bestcase,0,1,ok,97.623622,1,8
medium_n50_s3_a3_case19_seed142,3,baseline_worst_immediate,0,1,ok,73.843692,1,8
medium_n50_s3_a3_case19_seed142,3,vi,0,1,ok,56.673919,1,5
medium_n50_s3_a3_case1_seed124,3,baseline_nominal,0,1,ok,60.651741,1,5
medium_n50_s3_a3_case1_seed124,3,baseline_bestcase,0,1,ok,47.628812,1,5
